Timestamp,User,Event,Comments
2025-02-06 21:35:20,    SYSTEM    ,    Program Started,    
2025-02-06 21:35:34,    SYSTEM    ,    ERROR,    Verified Users file does not exist
2025-02-06 21:35:34,    KYLAH     ,    LOGIN,    Fire Control Login
2025-02-06 21:37:30,    SYSTEM    ,    Program End,    
2025-02-06 21:40:14,    SYSTEM    ,    Program Started,    
2025-02-06 21:40:33,    SYSTEM    ,    ERROR,    Verified Users file does not exist
2025-02-06 21:40:33,    ETHAN     ,    LOGIN,    Fire Control Login
2025-02-06 21:40:44,    SYSTEM    ,    Program End,    
2025-02-06 21:56:14,    SYSTEM    ,    Program Started,    
2025-02-06 21:56:30,    SYSTEM    ,    ERROR,    Verified Users file does not exist
2025-02-06 21:56:30,    ETHAN     ,    LOGIN,    Fire Control Login
2025-02-06 21:56:34,    SYSTEM    ,    Program End,    
2025-02-06 22:04:36,    SYSTEM    ,    Program Started,    
2025-02-06 22:04:53,    SYSTEM    ,    ERROR,    Verified Users file does not exist
2025-02-06 22:04:53,    KYLAH     ,    LOGIN,    Fire Control Login
2025-02-06 22:05:02,    SYSTEM    ,    Program End,    
2025-02-06 22:05:31,    SYSTEM    ,    Program Started,    
2025-02-06 22:06:02,    SYSTEM    ,    Program Started,    
2025-02-06 22:06:11,    SYSTEM    ,    ERROR,    Verified Users file does not exist
2025-02-06 22:06:11,    KYLAH     ,    LOGIN,    Fire Control Login
2025-02-06 22:06:18,    SYSTEM    ,    Program End,    
2025-02-06 22:06:58,    SYSTEM    ,    Program Started,    
2025-02-06 22:07:10,    SYSTEM    ,    ERROR,    Verified Users file does not exist
2025-02-06 22:07:10,    KYALH     ,    LOGIN,    Fire Control Login
2025-02-06 22:07:15,    SYSTEM    ,    Program End,    
2025-02-06 22:30:12,    SYSTEM    ,    Program Started,    
2025-02-06 22:37:26,    SYSTEM    ,    Program Started,    
2025-02-06 22:37:38,    SYSTEM    ,    ERROR,    Verified Users file does not exist
2025-02-06 22:37:38,    ETHAN     ,    LOGIN,    Fire Control Login
2025-02-06 22:37:45,    SYSTEM    ,    Program End,    
2025-02-06 22:38:06,    SYSTEM    ,    Program Started,    
2025-02-06 22:38:16,    SYSTEM    ,    ERROR,    Verified Users file does not exist
2025-02-06 22:38:16,    KYLAH     ,    LOGIN,    Fire Control Login
2025-02-06 22:38:21,    SYSTEM    ,    Program End,    
2025-02-06 22:49:44,    SYSTEM    ,    Program Started,    
2025-02-06 22:49:56,    SYSTEM    ,    ERROR,    Verified Users file does not exist
2025-02-06 22:49:56,    ETHAN     ,    LOGIN,    Fire Control Login
2025-02-06 22:57:57,    SYSTEM    ,    Program End,    
2025-02-06 23:03:54,    SYSTEM    ,    Program Started,    
2025-02-06 23:06:24,    SYSTEM    ,    Program Started,    
2025-02-06 23:08:48,    SYSTEM    ,    Program Started,    
